S.No.,Question Text,Options,Answer,Explanation,Subject
56,"Consider the following pairs: | Objects in space | Description |
| 1. Cepheids | Giant clouds of dust and gas in space
| | 2. Nebulae | Stars which brighten and dim periodically | | 3.
Pulsars | Neutron stars that are formed when massive stars run out of
fuel and collapse | 

How many of the above pairs are correctly matched?","(a) Only one
(b) Only two
(c) All three
(d) None",A,"The direct answer: The correct answer is (a) as exactly one pair (Pair 3) is correctly matched.
Pair 1 is incorrectly matched: Cepheids (or Cepheid variables) are not clouds of gas; they are a type of highly luminous star that pulsates radially, varying in both diameter and temperature, and producing changes in brightness with a well-defined stable period and amplitude.
Pair 2 is incorrectly matched: Nebulae are not pulsating stars. A nebula is a giant cloud of dust and gas in space

Some nebulae come from the gas and dust thrown out by the explosion of a
dying star, while others are regions where new stars are beginning to
form. (The descriptions for Pair 1 and 2 were swapped).
Pair 3 is correctly matched: Pulsars are highly magnetized rotating neutron stars that emit beams of electromagnetic radiation out of their magnetic poles. They are formed from the collapsed remnants of massive stars after a supernova explosion.",art-culture
57,"Which one of the following countries has its own Satellite
Navigation System?","(a) Australia
(b) Canada
(c) Israel
(d) Japan",D,"The direct answer: The correct answer is (d), Japan.
Japan's Navigation System: Japan operates its own regional satellite navigation system known as the Quasi-Zenith Satellite System (QZSS) . It is a highly accurate positioning system that targets Japan and the broader Asia-Oceania region. It is designed to work in conjunction with the US GPS to improve coverage and accuracy in urban canyons and mountainous areas.
Global Context: There are currently four global navigation satellite systems (GNSS) in operation worldwide: GPS (United States), GLONASS (Russia), Galileo (European Union), and BeiDou (China).
Regional Systems: Apart from Japan's QZSS, India also operates an independent regional navigation satellite system called NavIC (Navigation with Indian Constellation).
Why others are wrong: Australia, Canada, and Israel do not possess their own independent satellite positioning/navigation constellations.",geography
58,"Consider the following statements:

1. Ballistic missiles are jet-propelled at subsonic speeds throughout their flights, while cruise missiles are rocket-powered only in the initial phase of flight.

2. Agni-V is a medium-range supersonic cruise missile, while BrahMos is a solid-fuelled intercontinental ballistic missile. 

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",D,"The direct answer: The correct answer is (d) because both statements present facts that have been deliberately swapped.
Statement 1 is incorrect: The definitions are interchanged. A Ballistic missile is rocket-powered only in the initial phase of its flight (the boost phase), after which it follows an unpowered, parabolic, free-falling trajectory governed by gravity . Conversely, a Cruise missile is jet-propelled and powered continuously throughout its entire flight, remaining within the atmosphere and functioning much like a pilotless aircraft.
Statement 2 is incorrect: The classifications of the specified Indian missiles are swapped.
Agni-V is an Intercontinental Ballistic Missile (ICBM), developed by DRDO, using a three-stage solid-fueled engine with a range exceeding 5,000 km.
BrahMos is a supersonic cruise missile (capable of speeds near Mach 3) developed jointly by India and Russia. It is not an ICBM.",art-culture
59,"Consider the following statements regarding mercury pollution:

1. Gold mining activity is a source of mercury pollution in the world.

2. Coal-based thermal power plants cause mercury pollution.

3. There is no known safe level of exposure to mercury. 

How many of the above statements are correct?","(a) Only one
(b) Only two
(c) All three
(d) None",C,"The direct answer: The correct answer is (c) as all three statements are scientifically factual and aligned with global environmental reports (like UNEP).
Statement 1 is correct: Artisanal and small-scale gold mining (ASGM) is the single largest source of anthropogenic mercury emissions globally. Miners use elemental liquid mercury to extract gold from ore by forming an amalgam. Burning this amalgam to retrieve the pure gold releases massive amounts of toxic mercury vapors into the atmosphere.
Statement 2 is correct: Coal naturally contains trace amounts of mercury. When coal is burned in thermal power plants for electricity generation, the mercury is vaporized and released into the atmosphere as exhaust gas, making coal combustion the second-largest global source of mercury pollution.
Statement 3 is correct: According to the World Health Organization (WHO), mercury is one of the top ten chemicals of major public health concern. Because of its severe neurotoxic effects (especially on fetuses and young children, causing conditions like Minamata disease), public health bodies agree that there is ""no known safe level of exposure"" to mercury in the human body.",science-tech
60,"With reference to green hydrogen, consider the following
statements:

1. It can be used directly as a fuel for internal combustion.

2. It can be blended with natural gas and used as fuel for heat or power generation.

3. It can be used in the hydrogen fuel cell to run vehicles. 

How many of the above statements are correct?","(a) Only one
(b) Only two
(c) All three
(d) None",C,"The direct answer: The correct answer is (c) as all three applications of green hydrogen are technologically viable and actively pursued globally.
Core Concept: Green hydrogen is produced by the electrolysis of water using renewable electricity (like solar or wind), resulting in a zero-carbon production process.
Statement 1 is correct: Hydrogen can be burned directly as a fuel in modified Internal Combustion Engines (ICE). Several automakers are developing Hydrogen ICE vehicles (H2-ICE) as a carbon-free alternative to traditional petrol/diesel engines.
Statement 2 is correct: Green hydrogen can be safely blended into existing natural gas pipelines. This blended fuel (often called H-CNG when used in transport, or just blended gas for domestic/industrial heating and power generation) significantly reduces the overall carbon intensity of the gas network.
Statement 3 is correct: The most prominent and efficient application of hydrogen in mobility is in Fuel Cell Electric Vehicles (FCEVs). A hydrogen fuel cell converts the chemical energy of hydrogen and oxygen into electricity (which powers the electric motor), with pure water and heat being the only tailpipe emissions.",environment
61,"Consider the following countries:

1. Bulgaria

2. Czech Republic

3. Hungary

4. Latvia

5. Lithuania

6. Romania 

How many of the above-mentioned countries share a land border with Ukraine?","(a) Only two
(b) Only three
(c) Only four
(d) Only five",A,"The direct answer: The correct answer is (a) as exactly two countries from the given list (Hungary and Romania) share a land border with Ukraine.
Geographical Context: Ukraine is a large country in Eastern Europe that shares its land borders with exactly seven countries :
North: Belarus
East and Northeast: Russia
West: Poland, Slovakia, and Hungary
Southwest: Romania and Moldova
Breakdown of Options:
Hungary (3) and Romania (6) directly border Ukraine.
Bulgaria (1) and Czech Republic (2) are Eastern/Central European nations but do not touch Ukraine's borders.
Latvia (4) and Lithuania (5) are Baltic states located further north, bordering Russia and Belarus, not Ukraine.
Current Relevance: The geopolitical crisis involving the Russia-Ukraine war makes the political map of Eastern Europe a highly probable topic for UPSC Prelims.",geography
62,"With reference to the Earth's atmosphere, which one of the
following statements is correct?","(a) The total amount of insolation received at the equator is roughly about 10 times of that received at the poles.
(b) Infrared rays constitute roughly two-thirds of insolation.
(c) Infrared waves are largely absorbed by water vapour that is concentrated in the lower atmosphere.
(d) Infrared waves are a part of visible spectrum of electromagnetic waves of solar radiation.",C,"The direct answer: The correct answer is (c). Water vapor, which is highly concentrated in the lower atmosphere (troposphere), is a potent greenhouse gas that heavily absorbs outgoing long-wave Infrared (IR) radiation.
Why other options are wrong:
Option (a): While the equator receives more solar insolation than the poles, the ratio is not 10 times. It is approximately 2.4 times more insolation at the equator compared to the poles over a year.
Option (b): Infrared rays make up approximately 49% to 50% of the incoming solar radiation, not two-thirds (which would be \~66%). Visible light constitutes about 43%, and UV makes up the rest.
Option (d): Infrared waves strictly lie outside the visible spectrum of electromagnetic waves . They have longer wavelengths than visible red light and cannot be seen by the naked human eye.
Core Concept: The absorption of infrared waves by water vapor and carbon dioxide in the lower atmosphere is the fundamental mechanism behind the natural Greenhouse Effect, which sustains habitable temperatures on Earth.",environment
63,"Consider the following statements: 

Statement-I: The soil in tropical rain forests is rich in nutrients. 

Statement-II: The high temperature and moisture of tropical rain forests cause dead organic
matter in the soil to decompose quickly
. 
Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",D,"The direct answer: The correct answer is (d) because Statement-I is factually incorrect, whereas Statement-II is an accurate ecological observation.
Statement-I is incorrect: Despite supporting the most lush and diverse vegetation on Earth, the soil of tropical rainforests (oxisols and ultisols) is notoriously poor in nutrients and highly acidic. The continuous and heavy year-round rainfall causes severe leaching, washing away soluble nutrients deep beyond the reach of plant roots.
Statement-II is correct: The equatorial climate provides high year-round temperatures and immense moisture. These are optimal conditions for detritivores, fungi, and bacteria. Consequently, dead organic matter (leaf litter) on the forest floor decomposes at an incredibly rapid rate .
The Ecological Link: Because the decomposition is so fast, the released nutrients are almost instantaneously absorbed by the shallow root mats of the dense forest trees. Almost no nutrients are left stored within the soil profile itself.",geography
64,"Consider the following statements: 

Statement-I: The temperature contrast between continents and oceans is greater during summer than in winter. 

Statement-II: The specific heat of water is more than that of land surface. 

Which one of the following is correct in respect of the above statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",D,"The direct answer: The correct answer is (d) because Statement-I is factually incorrect, while Statement-II states a correct principle of physics and climatology.
Statement-I is incorrect: The thermal contrast (temperature difference) between landmasses (continents) and oceans is actually much greater during the winter than in the summer. During winter in the Northern Hemisphere, extensive continental landmasses (like Siberia or Northern Canada) cool down extremely rapidly, plummeting far below freezing, while the adjacent oceans retain their heat and remain relatively warm, creating a massive temperature gradient.
Statement-II is correct: The specific heat capacity of water is significantly higher (about 3 to 4 times greater) than that of dry soil or rock .
Core Concept: Because of this high specific heat, water bodies heat up slowly and cool down slowly compared to land. This differential heating is the fundamental driver of land/sea breezes, monsoons, and the moderating maritime effect on coastal climates.",geography
65,"Consider the following statements:

1. In a seismograph, P waves are recorded earlier than S waves.

2. In P waves, the individual particles vibrate to and fro in the direction of wave propagation whereas in S waves, the particles vibrate up and down at right angles to the direction of wave propagation. 

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",C,"The direct answer: The correct answer is (c) as both statements accurately describe the physical properties of body seismic waves.
Statement 1 is correct: P-waves stand for Primary waves. As their name suggests, they are the fastest among all seismic waves. Consequently, following an earthquake, P-waves are the very first signals to reach and be recorded by a seismograph station, well before the slower S-waves (Secondary waves).
Statement 2 is correct:
P-wave mechanics: P-waves are longitudinal (compressional) waves, much like sound waves. The particles of the medium vibrate back and forth (push and pull) parallel to the direction of wave propagation, causing expansion and contraction of the rock .
S-wave mechanics: S-waves are transverse (shear) waves, similar to ripples on a pond. The particles vibrate up and down at right angles (perpendicular) to the direction of wave propagation. This shearing motion is why S-waves cannot travel through liquids (like the Earth's outer core).

## ",polity
66,"With reference to coal-based thermal power plants in India,
consider the following statements:

1. None of them uses seawater.

2. None of them is set up in water-stressed district.

3. None of them is privately owned.

How many of the above statements are correct?","(a) Only one
(b) Only two
(c) All three
(d) None",D,"The direct answer: The correct answer is (d) because all three statements use extreme absolute keywords (""None of them"") and are factually incorrect.
Statement 1 is incorrect: Several large thermal power plants situated along the Indian coastline rely extensively on seawater for their cooling systems. Prominent examples include the Mundra Ultra Mega Power Project in Gujarat and the Trombay Thermal Power Station in Maharashtra .
Statement 2 is incorrect: A significant proportion of India's coal power plants are actually located in highly water-stressed districts. Plants in the Vidarbha region of Maharashtra, parts of Rajasthan, and central India frequently face operational shutdowns during peak summers due to severe water scarcity.
Statement 3 is incorrect: Since the liberalization of the power sector, private ownership forms a massive chunk of India's thermal power generation capacity. Major private players like Adani Power, Tata Power, Reliance Power, and JSW Energy own and operate numerous massive coal-fired power plants across the country.",geography
67,"Wolbachia method' is sometimes talked about with reference to
which one of the following?","(a) Controlling the viral diseases spread by mosquitoes
(b) Converting crop residues into packing material
(c) Producing biodegradable plastics
(d) Producing biochar from thermo-chemical conversion of biomass",A,"The direct answer: The correct answer is (a), Controlling the viral diseases spread by mosquitoes.
Core Biological Concept: Wolbachia is a genus of extremely common, naturally occurring bacteria found in up to 60% of insect species worldwide. Crucially, it is not naturally found in the Aedes aegypti mosquito, which is the primary vector for lethal human viruses like Dengue, Zika, and Chikungunya .
The Mechanism: In the ""Wolbachia method"" (pioneered by the World Mosquito Program), scientists introduce the Wolbachia bacteria into the eggs of Aedes aegypti mosquitoes in a laboratory. Once inside the mosquito, Wolbachia actively competes with viruses like Dengue for the same vital resources. Because the viruses cannot replicate effectively in the presence of Wolbachia, the mosquito's ability to transmit these viruses to humans is drastically reduced.
Self-Sustaining: When these lab-reared Wolbachia mosquitoes are released into the wild, they breed with local mosquito populations. The Wolbachia bacteria are passed from mother to offspring, making the entire local mosquito population harmless over a few generations without needing chemical pesticides.",science-tech
68,"Consider the following activities:

1. Spreading finely ground basalt rock on farmlands extensively

2. Increasing the alkalinity of oceans by adding lime

3. Capturing carbon dioxide released by various industries and pumping it into abandoned subterranean mines in the form of carbonated waters. 

How many of the above activities are often considered and discussed for carbon capture and sequestration?\","(a) Only one\
(b) Only two\
(c) All three\
(d) None",C,"The direct answer: The correct answer is (c) because all three are prominent geoengineering strategies actively researched for Carbon Capture and Sequestration (CCS).
Statement 1 is correct: This refers to the technique known as Enhanced Rock Weathering (ERW). By crushing silicate rocks like basalt into fine powder and spreading them over vast agricultural lands, we vastly increase the surface area available for chemical weathering. As the rock reacts with rainwater, it chemically absorbs \ from the atmosphere, ultimately converting it into stable carbonates that wash into the ocean.
Statement 2 is correct: This refers to Ocean Alkalinization. The oceans absorb roughly a quarter of anthropogenic \, making them more acidic. By artificially adding alkaline substances like lime or olivine to seawater, we buffer the acidity and significantly increase the ocean's chemical capacity to safely absorb and store even more atmospheric carbon dioxide.
Statement 3 is correct: This refers to Direct Carbon Capture and Storage (CCS) . It is an industrial process where \ emissions from point sources (like power plants) are captured, liquefied, and injected deep underground into secure geological formations---such as depleted oil/gas reservoirs, deep saline aquifers, or abandoned subterranean coal mines---for permanent storage.",geography
69,"Aerial metagenomics' best refers to which one of the following
situations?","(a) Collecting DNA samples from air in a habitat at one go
(b) Understanding the genetic makeup of avian species of a habitat
(c) Using air-borne devices to collect blood samples from moving animals
(d) Sending drones to inaccessible areas to collect plant and animal samples from land surfaces and water bodies",A,"The direct answer: The correct answer is (a), Collecting DNA samples from air in a habitat at one go.
Core Scientific Concept: Organisms constantly shed genetic material into their surroundings (through skin flakes, hair, spores, saliva, pollen, feces, etc.). This genetic debris floating in the environment is known as environmental DNA (eDNA) .
Metagenomics: While traditional genomics studies the DNA of a single organism in a lab, metagenomics is the study of a mixture of genetic material recovered directly from environmental samples (like soil or water) to identify entire communities of life simultaneously.
Aerial Metagenomics: This is a recent breakthrough sub-field. Scientists use air filters or vacuums to ""sample the air"" in a specific habitat. They sequence the airborne eDNA captured in the filters, which allows them to identify exactly which species of terrestrial animals, plants, insects, or fungi inhabit that area ""at one go,"" without ever needing to physically trap, tranquilize, or even spot the animals using cameras.",environment
70,"Microsatellite DNA' is used in the case of which one of the
following?","(a) Studying the evolutionary relationships among various species of fauna
(b) Stimulating \'stem cells\' to transform into diverse functional tissues
(c) Promoting clonal propagation of horticultural plants
(d) Assessing the efficacy of drugs by conducting series of drug trials in a population",A,"The direct answer: The correct answer is (a), Studying the evolutionary relationships among various species of fauna.
Core Biological Concept: Microsatellite DNA, frequently referred to in genetics as Short Tandem Repeats (STRs) or Simple Sequence Repeats (SSRs), are small sections of ""junk"" or non-coding DNA. They consist of very short repeating sequences of base pairs (for example, ATATATAT or CAGCAGCAG) .
Hyper-mutability: The key feature of microsatellites is their exceptionally high mutation rate compared to the rest of the genome. Due to ""replication slippage,"" the number of repeats can change rapidly over generations. This creates high levels of genetic polymorphism (variation in DNA sequence length) between closely related individuals or different species.
Scientific Applications: Because they provide such a highly individualized ""barcode,"" microsatellites are the primary molecular markers used globally for DNA fingerprinting in forensic science, kinship/paternity analysis, tracking the genetic diversity within a population, and mapping the deep evolutionary phylogenetic relationships between different species of fauna.

## [",science-tech
71,"Consider the following statements with reference to India:

1. According to the 'Micro, Small and Medium Enterprises Development (MSMED) Act, 2006', the 'medium enterprises' are those with investments in plant and machinery between 15 crore and 25 crore.

2. All bank loans to the Micro, Small and Medium Enterprises qualify under the priority sector.

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",B,"The direct answer: The correct answer is (b) as only Statement 2 is correct.
Statement 1 is incorrect: The definition of MSMEs was fundamentally overhauled in 2020 . Under the new composite criteria (which applies uniformly to both manufacturing and service sectors):
Micro: Investment up to Rs 1 crore and Turnover up to Rs 5 crore.
Small: Investment up to Rs 10 crore and Turnover up to Rs 50 crore.
Medium: Investment up to Rs 50 crore and Turnover up to Rs 250 crore.
(Even under the old 2006 MSMED Act, the investment limit for medium manufacturing enterprises was between 5 crore to 10 crore, never 15 to 25 crore).
Statement 2 is correct: Under the Priority Sector Lending (PSL) norms mandated by the Reserve Bank of India (RBI), all bank loans extended to eligible Micro, Small, and Medium Enterprises (MSMEs) automatically qualify for PSL classification, ensuring better credit flow to this vital sector of the economy.",economy
72,"With reference to Central Bank digital currencies, consider the
following statements:

1. It is possible to make payments in a digital currency without using US dollar or SWIFT system.

2. A digital currency can be distributed with a condition programmed into it such as a timeframe for spending it.

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",C,"The direct answer: The correct answer is (c) as both statements highlight the core functional advantages of CBDCs.
Statement 1 is correct: A Central Bank Digital Currency (CBDC) operates on a sovereign digital network (often utilizing Distributed Ledger Technology). For cross-border transactions, two countries can link their domestic CBDC networks directly, completely bypassing the dollar-dominated global banking network and the SWIFT messaging system .
Statement 2 is correct: One of the most revolutionary features of a CBDC is ""Programmability."" Central banks or governments can embed ""smart contracts"" into the digital currency itself. This allows them to distribute money with pre-programmed conditions, such as directing that the funds can only be spent on specific goods (like food rations or fertilizers) or must be spent within a specific timeframe before the digital token expires.",economy
73,"In the context of finance, the term 'beta' refers to","(a) the process of simultaneous buying and selling of an asset from different platforms
(b) an investment strategy of a portfolio manager to balance risk versus reward
(c) a type of systemic risk that arises where perfect hedging is not possible
(d) a numeric value that measures the fluctuations of a stock to changes in the overall stock market",D,"The direct answer: The correct answer is (d).
Core Financial Concept: In finance, Beta (β) is a measure of the volatility---or systematic risk---of an individual stock or portfolio in comparison to the unsystematic risk of the entire market.
How to interpret Beta:
A beta of exactly 1.0 indicates that the stock's price is perfectly correlated with the market (e.g., if the S&P 500 goes up by 5%, the stock goes up by 5%).
A beta greater than 1.0 indicates that the stock is more volatile than the broader market (higher risk, but potentially higher reward).
A beta less than 1.0 indicates that the stock is theoretically less volatile than the market (defensive stocks).
Peripheral Definitions: Option (a) precisely defines Arbitrage. Option (b) vaguely describes portfolio management techniques, where 'Alpha' is usually the term used for excess return over the benchmark.",economy
74,"Consider the following statements:

1. The Self-Help Group (SHG) programme was originally initiated by the State Bank of India by providing microcredit to the financially deprived.

2. In an SHG, all members of a group take responsibility for a loan that an individual member takes.

The Regional Rural Banks and Scheduled Commercial Banks support SHGs.

How many of the above statements are correct?","(a) Only one
(b) Only two
(c) All three
(d) None",B,"The direct answer: The correct answer is (b) as exactly two statements (Statement 2 and 3) are correct.
Statement 1 is incorrect: The SHG-Bank Linkage Programme (SBLP), which is the world's largest microfinance initiative, was originally initiated in 1992 by NABARD (National Bank for Agriculture and Rural Development), not by the State Bank of India. It was based on the recommendations of the S.K. Kalia Committee.
Statement 2 is correct: The foundational premise of an SHG is mutual trust and Joint Liability. When an individual member borrows money from the group's corpus or from a bank loan granted to the group, the entire group is collectively responsible for the repayment. This peer pressure practically eliminates the need for collateral.
Statement 3 is correct: Under the NABARD framework, the SHGs are financially supported and linked to a vast network of banks, which prominently includes Regional Rural Banks (RRBs), Scheduled Commercial Banks (Public and Private), and District Central Cooperative Banks.",economy
75,"Consider the following statements:

Statement-I: India's public sector health care system largely focuses
on curative care with limited preventive, promotive and rehabilitative
care.

Statement-II: Under India's decentralized approach to health care
delivery, the States are primarily responsible for organizing health
services.

Which one of the following is correct in respect of the above
statements?","(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I
(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I
(c) Statement-I is correct but Statement-II is incorrect
(d) Statement-I is incorrect but Statement-II is correct",B,"The direct answer: The correct answer is (b). Both statements are factually correct, but Statement-II does not logically explain the phenomenon described in Statement-I.
Statement-I is correct: The National Health Policy (2017) explicitly recognizes that India's health system has historically been heavily skewed towards curative care (treating sick people via hospitals) rather than comprehensive primary care, leaving gaps in preventive and promotive health interventions (though Ayushman Bharat HWCs aim to correct this).
Statement-II is correct: In India's constitutional framework (Seventh Schedule), 'Public Health and Sanitation' is explicitly placed under the State List (Entry 6). This decentralized model makes State governments the primary agents responsible for organizing and delivering public healthcare.
Why it's not the explanation: The fact that healthcare is decentralized to the States is not the cause of the system's curative bias. The curative focus stems from legacy policy design, resource constraints, epidemiological transitions, and political visibility (building large hospitals is politically more rewarding than preventive sanitation drives). Therefore, II does not explain I.

## [",polity
76,"Consider the following statements: 
Statement-I: According to the United Nations' World Water Development Report, 2022', India extracts more than a quarter of the world's groundwater withdrawal each year. 

Statement-II: India needs to extract more than a quarter of the world's groundwater each year to satisfy the drinking water and sanitation needs of almost 18% of world's population living in its territory. 

Which one of the following is correct in respect of the above statements? 
","(A) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I 
(B) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I 
(C) Statement-I is correct but Statement-II is incorrect 
(D) Statement-I is incorrect but Statement-II is correct 
",C,"Explanation:
The direct answer: The correct answer is (C) because Statement-I is factually correct, but Statement-II is factually incorrect.
Statement-I is correct: According to the UN World Water Development Report, India is the largest extractor of groundwater globally. It extracts an estimated 251 cubic kilometers per year, which accounts for more than a quarter of the world's total groundwater withdrawal.
Statement-II is incorrect: While India does house about 18% of the world's population, the massive groundwater extraction is not primarily needed to satisfy ""drinking water and sanitation needs."" In reality, around 89% to 90% of India's groundwater extraction is used for agriculture/irrigation, with domestic use (drinking and sanitation) accounting for merely 9%.
",
77,"Consider the following statements:
1. According to the Constitution of India, the Central Government has a duty to protect States from internal disturbances.
2. The Constitution of India exempts the States from providing legal counsel to a person being held for preventive detention.
3. According to the Prevention of Terrorism Act, 2002, confession of the accused before the police cannot be used as evidence. 

How many of the above statements are correct? 
","(A) Only one 
(B) Only two 
(C) All three 
(D) None 
",B,"Explanation:
The direct answer: The correct answer is (B) as exactly two statements (Statement 1 and 2) are correct.
Statement 1 is correct: Article 355 of the Indian Constitution expressly mandates that ""It shall be the duty of the Union to protect every State against external aggression and internal disturbance...""
Statement 2 is correct: While Article 22(1) grants an arrested person the fundamental right to consult a legal practitioner, Article 22(3)(b) creates a specific constitutional exemption. It explicitly states that the rights under Article 22(1) and (2) do not apply to any person who is arrested or detained under any law providing for preventive detention.
Statement 3 is incorrect: Under the general provisions of the Indian Evidence Act, confessions made to a police officer are inadmissible. However, the Prevention of Terrorism Act (POTA), 2002 (much like its predecessor TADA) specifically created a drastic exception to this rule. It made confessions recorded by a police officer of the rank of Superintendent of Police (SP) or above admissible as valid evidence in the court of law.
",
78,"Which one of the following countries has been suffering from
decades of civil strife and food shortages and was in news in the recent
past for its very severe famine?","(a) Angola
(b) Costa Rica
(c) Ecuador
(d) Somalia",D,"The direct answer: The correct answer is (d), Somalia.
Geopolitical & Climate Crisis: Located in the Horn of Africa, Somalia has been plagued by a protracted civil war and relentless insurgency by the Al-Shabaab militant group since the early 1990s .
Current Relevance: In 2022-2023, Somalia faced its worst drought in 40 years, with five consecutive failed rainy seasons. The combination of intense climate-induced drought, global supply chain disruptions (Ukraine war affecting grain imports), and domestic terrorism led the UN to warn of an impending and catastrophic famine in the country.
Why other options are wrong: Costa Rica is known as one of the most stable and peaceful democracies in Central America. Angola's civil war ended in 2002. Ecuador is facing rising gang violence but not decades of civil strife leading to severe famine.",geography
79,"Consider the following statements:

1. In India, the Biodiversity Management Committees are key to the realization of the objectives of the Nagoya Protocol.

2. The Biodiversity Management Committees have important functions in determining access and benefit sharing, including the power to levy collection fees on the access of biological resources within its
jurisdiction.

Which of the statements given above is/are correct?","(a) 1 only
(b) 2 only
(c) Both 1 and 2
(d) Neither 1 nor 2",C,"The direct answer: The correct answer is (c) as both statements are factually correct under India's environmental laws.
Statement 1 is correct: The Nagoya Protocol (a supplementary agreement to the Convention on Biological Diversity) focuses entirely on the fair and equitable sharing of benefits arising from the utilization of genetic resources (Access and Benefit Sharing - ABS). In India, local Biodiversity Management Committees (BMCs), established under the Biological Diversity Act of 2002, are the fundamental grassroots bodies responsible for documenting local flora and fauna (via People's Biodiversity Registers) and operationalizing the Nagoya Protocol.
Statement 2 is correct: Under Section 41 of the Biological Diversity Act, BMCs are explicitly empowered to levy charges by way of collection fees from any person or entity accessing or collecting biological resources for commercial purposes from areas falling within their territorial jurisdiction.",environment
80,"Consider the following statements in respect of election to the
President of India:

1. The members nominated to either House of the Parliament or the Legislative Assemblies of States are also eligible to be included in the Electoral College.

2. Higher the number of elective Assembly seats, higher is the value of vote of each MLA of that State.

3. The value of vote of each MLA of Madhya Pradesh is greater than that of Kerala.

4. The value of vote of each MLA of Puducherry is higher than that of Arunachal Pradesh because the ratio of total population to total number of elective seats in Puducherry is greater as compared to Arunachal
Pradesh.

How many of the above statements are correct?","(a) Only one
(b) Only two
(c) Only three
(d) All four",A,"The direct answer: The correct answer is (a) because only Statement 4 is correct.
Statement 1 is incorrect: Under Article 54 of the Constitution, the Electoral College for the President consists strictly of the elected members of both Houses of Parliament and the elected members of the Legislative Assemblies. Nominated members are completely excluded.
Statement 2 is incorrect: The value of an MLA's vote is determined by dividing the total population of the State (base year 1971) by the total number of elected members, and further dividing the quotient by 1000. Therefore, a higher number of assembly seats actually decreases the denominator, which could lower the value of the vote if the population is not proportionately high.
Statement 3 is incorrect: Based on the 1971 census calculations, the value of the vote of an MLA from Madhya Pradesh is 131, whereas the value for an MLA from Kerala is 152.
Statement 4 is correct: The value of an MLA's vote in Puducherry is 16, while in Arunachal Pradesh it is 8. This directly reflects the mathematical reality that Puducherry has a higher population-to-seat ratio compared to the sparsely populated state of Arunachal Pradesh.",polity
81,"With reference to the Indian History, Alexander Rea,","(a) archaeological excavations
(b) establishment of English Press in Colonial India
(c) establishment of Churches in Princely States
(d) construction of railways in Colonial India",A,"The direct answer: The correct answer is (a), archaeological excavations.
Context: All the individuals listed were prominent British officials, historians, and antiquarians who played pioneering roles in unearthing, documenting, and preserving India's ancient heritage, primarily functioning under or alongside the Archaeological Survey of India (ASI).
Key Contributions:
Alexander Rea: A prominent archaeologist who led excavations at major South Indian sites like Amaravati and Adichanallur.
A.H. Longhurst: Served as the Superintendent of ASI (Southern Circle) and is famous for his extensive systematic excavations at Hampi (Vijayanagara) and Nagarjunakonda.
Robert Sewell: Kept detailed antiquarian notes and famously authored ""A Forgotten Empire,"" which brought the ruins of the Vijayanagara Empire to global limelight .
James Burgess: He succeeded Alexander Cunningham as the Director General of the ASI and founded the prestigious journal 'The Indian Antiquary'.
Walter Elliot: Famous for excavating the Amaravati Stupa and transporting its intricate limestone sculptures to Madras and London (often referred to as the 'Elliot Marbles').",history
